timestamp_1,timestamp_2,timestamp_3,TA_1_1_1,RH_1_1_1,PA_1_1_1,WD_1_1_1,P_1_1_1,SWin_1_1_1,SWout_1_1_1,LWin_1_1_1,LWout_1_1_1,SWdif_1_
yyyy-mm-dd,HH,MM,C,%,kPa,degrees,mm,W+1m-2,W+1m-2,W+1m-2,W+1m-2,W+1m-2
2024-12-09,23,20,5.65 ,87.24 ,103.05 ,37 ,0.00 ,0.00 ,0.00 ,334.49 ,339.28 ,0.00 
2024-12-09,23,30,5.62 ,87.31 ,103.05 ,38 ,0.00 ,0.00 ,0.00 ,334.31 ,339.32 ,0.00 
2024-12-09,23,40,5.59 ,87.43 ,103.04 ,37 ,0.00 ,0.00 ,0.00 ,333.74 ,338.98 ,0.00 
2024-12-09,23,50,5.57 ,87.70 ,103.04 ,38 ,0.00 ,0.00 ,0.00 ,333.89 ,339.02 ,0.00 
2024-12-10,00,00,5.55 ,87.54 ,103.04 ,40 ,0.00 ,0.00 ,0.00 ,333.78 ,338.97 ,0.00 
2024-12-10,00,10,5.48 ,88.46 ,103.04 ,37 ,0.00 ,0.00 ,0.00 ,333.79 ,338.70 ,0.00 
2024-12-10,00,20,5.45 ,88.14 ,103.04 ,38 ,0.00 ,0.00 ,0.00 ,333.80 ,338.58 ,0.00 
2024-12-10,00,30,5.40 ,88.92 ,103.02 ,32 ,0.00 ,0.00 ,0.00 ,333.62 ,338.66 ,0.00 
2024-12-10,00,40,5.37 ,89.08 ,103.02 ,28 ,0.00 ,0.00 ,0.00 ,333.26 ,338.50 ,0.00 
2024-12-10,00,50,5.37 ,88.84 ,103.01 ,31 ,0.00 ,0.00 ,0.00 ,333.30 ,338.47 ,0.00 
2024-12-10,01,00,5.36 ,89.37 ,103.03 ,31 ,0.00 ,0.00 ,0.00 ,333.58 ,338.97 ,0.00 
2024-12-10,01,10,5.30 ,89.65 ,103.03 ,36 ,0.00 ,0.00 ,0.00 ,333.55 ,338.52 ,0.00 
2024-12-10,01,20,5.31 ,89.01 ,103.02 ,35 ,0.00 ,0.00 ,0.00 ,333.51 ,338.67 ,0.00 
2024-12-10,01,30,5.37 ,88.85 ,103.02 ,34 ,0.00 ,0.00 ,0.00 ,333.12 ,338.21 ,0.00 
2024-12-10,01,40,5.38 ,88.44 ,103.03 ,32 ,0.00 ,0.00 ,0.00 ,333.49 ,338.69 ,0.00 
2024-12-10,01,50,5.41 ,88.59 ,103.03 ,31 ,0.00 ,0.00 ,0.00 ,334.14 ,338.78 ,0.00 
2024-12-10,02,00,5.35 ,89.64 ,103.03 ,33 ,0.00 ,0.00 ,0.00 ,334.05 ,338.62 ,0.00 
2024-12-10,02,10,5.26 ,90.79 ,103.04 ,33 ,0.00 ,0.00 ,0.00 ,333.07 ,338.27 ,0.00 
2024-12-10,02,20,5.17 ,91.97 ,103.03 ,32 ,0.00 ,0.00 ,0.00 ,332.47 ,338.02 ,0.00 
2024-12-10,02,30,5.13 ,90.53 ,103.02 ,38 ,0.00 ,0.00 ,0.00 ,332.40 ,338.21 ,0.00 
2024-12-10,02,40,5.17 ,90.84 ,103.03 ,32 ,0.00 ,0.00 ,0.00 ,332.43 ,337.88 ,0.00 
2024-12-10,02,50,5.09 ,91.08 ,103.03 ,27 ,0.00 ,0.00 ,0.00 ,333.07 ,337.96 ,0.00 
2024-12-10,03,00,5.04 ,91.70 ,103.02 ,27 ,0.00 ,0.00 ,0.00 ,332.53 ,337.63 ,0.00 
2024-12-10,03,10,4.99 ,91.85 ,103.01 ,30 ,0.00 ,0.00 ,0.00 ,332.00 ,337.63 ,0.00 
2024-12-10,03,20,4.98 ,92.08 ,103.01 ,29 ,0.00 ,0.00 ,0.00 ,332.22 ,337.41 ,0.00 
2024-12-10,03,30,4.96 ,92.15 ,103.00 ,28 ,0.00 ,0.00 ,0.00 ,331.99 ,337.78 ,0.00 
2024-12-10,03,40,4.96 ,92.52 ,103.00 ,26 ,0.00 ,0.00 ,0.00 ,331.86 ,337.54 ,0.00 
2024-12-10,03,50,4.94 ,92.68 ,103.00 ,23 ,0.00 ,0.00 ,0.00 ,331.43 ,337.73 ,0.00 
2024-12-10,04,00,4.89 ,92.87 ,103.00 ,27 ,0.00 ,0.00 ,0.00 ,331.16 ,337.23 ,0.00 
2024-12-10,04,10,4.88 ,92.89 ,103.00 ,25 ,0.00 ,0.00 ,0.00 ,331.86 ,337.21 ,0.00 
2024-12-10,04,20,4.86 ,93.16 ,102.99 ,26 ,0.00 ,0.00 ,0.00 ,331.70 ,337.43 ,0.00 
2024-12-10,04,30,4.83 ,92.74 ,103.00 ,27 ,0.00 ,0.00 ,0.00 ,331.50 ,337.15 ,0.00 
2024-12-10,04,40,4.85 ,92.41 ,103.00 ,29 ,0.00 ,0.00 ,0.00 ,331.65 ,337.00 ,0.00 
2024-12-10,04,50,4.85 ,92.37 ,103.00 ,31 ,0.00 ,0.00 ,0.00 ,331.51 ,337.00 ,0.00 
2024-12-10,05,00,4.85 ,92.44 ,103.00 ,34 ,0.00 ,0.00 ,0.00 ,331.97 ,336.72 ,0.00 
2024-12-10,05,10,4.88 ,91.42 ,103.00 ,39 ,0.00 ,0.00 ,0.00 ,331.40 ,336.97 ,0.00 
2024-12-10,05,20,4.97 ,90.16 ,103.01 ,41 ,0.00 ,0.00 ,0.00 ,331.91 ,337.03 ,0.00 
2024-12-10,05,30,5.04 ,89.44 ,103.02 ,41 ,0.00 ,0.00 ,0.00 ,331.81 ,337.16 ,0.00 
2024-12-10,05,40,5.07 ,89.34 ,103.03 ,43 ,0.00 ,0.00 ,0.00 ,331.66 ,337.06 ,0.00 
2024-12-10,05,50,5.09 ,89.07 ,103.03 ,43 ,0.00 ,0.00 ,0.00 ,331.46 ,337.64 ,0.00 
2024-12-10,06,00,5.07 ,89.36 ,103.04 ,42 ,0.00 ,0.00 ,0.00 ,330.00 ,336.95 ,0.00 
2024-12-10,06,10,5.08 ,89.01 ,103.05 ,36 ,0.00 ,0.00 ,0.00 ,330.56 ,337.05 ,0.00 
2024-12-10,06,20,5.10 ,89.21 ,103.06 ,34 ,0.00 ,0.00 ,0.00 ,331.88 ,337.23 ,0.00 
2024-12-10,06,30,5.02 ,89.94 ,103.06 ,43 ,0.00 ,0.00 ,0.00 ,332.53 ,337.22 ,0.00 
2024-12-10,06,40,4.98 ,89.96 ,103.06 ,43 ,0.00 ,0.00 ,0.00 ,333.08 ,336.83 ,0.00 
2024-12-10,06,50,4.94 ,90.16 ,103.07 ,42 ,0.00 ,0.00 ,0.00 ,332.27 ,336.65 ,0.00 
2024-12-10,07,00,4.97 ,88.91 ,103.07 ,48 ,0.00 ,0.00 ,0.00 ,332.06 ,336.79 ,0.00 
2024-12-10,07,10,5.04 ,87.73 ,103.06 ,39 ,0.03 ,0.00 ,0.00 ,331.80 ,336.53 ,0.00 
2024-12-10,07,20,5.09 ,87.06 ,103.06 ,46 ,0.00 ,0.00 ,0.00 ,330.57 ,337.04 ,0.00 
2024-12-10,07,30,5.12 ,86.58 ,103.07 ,44 ,0.00 ,0.00 ,0.00 ,330.05 ,336.40 ,0.00 
2024-12-10,07,40,5.09 ,87.20 ,103.07 ,42 ,0.00 ,0.08 ,0.00 ,330.09 ,336.55 ,0.16 
2024-12-10,07,50,5.09 ,86.25 ,103.08 ,45 ,0.00 ,0.82 ,0.00 ,330.47 ,336.94 ,0.85 
2024-12-10,08,00,5.16 ,83.98 ,103.08 ,56 ,0.00 ,2.74 ,0.00 ,329.46 ,336.69 ,2.73 
2024-12-10,08,10,5.22 ,81.06 ,103.09 ,50 ,0.00 ,5.58 ,0.00 ,328.50 ,336.34 ,5.66 
2024-12-10,08,20,5.30 ,78.36 ,103.09 ,51 ,0.00 ,10.49 ,0.00 ,328.30 ,336.24 ,10.62 
2024-12-10,08,30,5.26 ,78.93 ,103.08 ,58 ,0.00 ,11.51 ,0.00 ,328.90 ,336.25 ,11.70 
2024-12-10,08,40,5.19 ,80.59 ,103.09 ,58 ,0.00 ,12.40 ,0.00 ,329.22 ,336.39 ,12.53 
2024-12-10,08,50,5.20 ,80.70 ,103.09 ,56 ,0.00 ,13.57 ,0.00 ,329.58 ,336.45 ,13.75 
2024-12-10,09,00,5.17 ,81.58 ,103.10 ,55 ,0.00 ,13.94 ,0.00 ,329.93 ,336.80 ,14.14 
2024-12-10,09,10,5.17 ,82.28 ,103.10 ,63 ,0.00 ,15.31 ,0.00 ,330.09 ,336.80 ,15.49 
2024-12-10,09,20,5.12 ,82.66 ,103.11 ,64 ,0.00 ,17.38 ,0.00 ,330.58 ,337.39 ,17.64 
2024-12-10,09,30,5.14 ,83.15 ,103.12 ,59 ,0.00 ,18.82 ,0.00 ,330.53 ,337.14 ,19.02 
2024-12-10,09,40,5.16 ,83.16 ,103.13 ,60 ,0.00 ,23.47 ,0.53 ,330.19 ,337.46 ,23.70 
2024-12-10,09,50,5.16 ,82.28 ,103.14 ,58 ,0.00 ,22.83 ,0.38 ,330.44 ,337.41 ,22.99 
2024-12-10,10,00,5.18 ,82.76 ,103.13 ,55 ,0.00 ,28.07 ,1.99 ,330.43 ,337.49 ,28.54 
2024-12-10,10,10,5.19 ,81.12 ,103.11 ,62 ,0.00 ,44.10 ,5.59 ,329.09 ,337.59 ,44.47 
2024-12-10,10,20,5.27 ,80.77 ,103.11 ,62 ,0.00 ,41.81 ,5.58 ,329.92 ,338.23 ,42.21 
2024-12-10,10,30,5.27 ,81.09 ,103.11 ,57 ,0.00 ,44.08 ,5.62 ,329.71 ,338.32 ,44.40 
2024-12-10,10,40,5.29 ,81.37 ,103.10 ,59 ,0.00 ,44.95 ,5.83 ,330.13 ,338.44 ,45.16 
2024-12-10,10,50,5.29 ,80.98 ,103.11 ,57 ,0.00 ,37.69 ,4.04 ,330.36 ,338.28 ,37.87 
2024-12-10,11,00,5.27 ,81.97 ,103.10 ,62 ,0.00 ,32.23 ,2.71 ,330.42 ,337.97 ,32.43 
2024-12-10,11,10,5.19 ,82.32 ,103.11 ,56 ,0.00 ,30.71 ,2.42 ,330.60 ,337.70 ,30.87 
2024-12-10,11,20,5.16 ,82.97 ,103.10 ,60 ,0.00 ,27.18 ,1.64 ,330.63 ,337.20 ,27.39 
2024-12-10,11,30,5.15 ,84.34 ,103.10 ,53 ,0.00 ,28.37 ,1.82 ,331.18 ,338.35 ,28.54 
2024-12-10,11,40,5.11 ,84.96 ,103.10 ,50 ,0.00 ,26.54 ,0.99 ,331.11 ,338.11 ,26.74 
2024-12-10,11,50,5.04 ,84.02 ,103.09 ,43 ,0.00 ,29.55 ,1.77 ,330.24 ,337.54 ,29.77 
2024-12-10,12,00,4.98 ,83.16 ,103.09 ,58 ,0.00 ,31.51 ,2.80 ,330.12 ,337.07 ,31.84 
2024-12-10,12,10,4.95 ,83.16 ,103.08 ,50 ,0.00 ,35.82 ,3.87 ,329.57 ,337.11 ,36.01 
2024-12-10,12,20,4.92 ,82.52 ,103.08 ,51 ,0.00 ,32.36 ,2.73 ,329.06 ,336.68 ,32.38 
2024-12-10,12,30,4.86 ,82.94 ,103.09 ,51 ,0.00 ,25.36 ,1.12 ,329.19 ,336.31 ,25.47 
2024-12-10,12,40,4.82 ,81.93 ,103.08 ,60 ,0.00 ,23.32 ,0.76 ,328.43 ,335.94 ,23.50 
2024-12-10,12,50,4.79 ,82.41 ,103.07 ,68 ,0.00 ,24.52 ,1.30 ,328.27 ,335.66 ,24.67 
2024-12-10,13,00,4.79 ,83.32 ,103.06 ,49 ,0.00 ,25.64 ,1.14 ,328.38 ,336.19 ,25.77 
2024-12-10,13,10,4.81 ,81.61 ,103.06 ,49 ,0.00 ,23.74 ,0.41 ,328.43 ,336.29 ,23.87 
2024-12-10,13,20,4.81 ,81.39 ,103.06 ,53 ,0.00 ,20.58 ,0.01 ,328.36 ,335.61 ,20.60 
2024-12-10,13,30,4.81 ,81.88 ,103.07 ,64 ,0.00 ,20.05 ,0.03 ,328.18 ,335.70 ,20.21 
2024-12-10,13,40,4.80 ,82.30 ,103.07 ,59 ,0.00 ,18.85 ,0.00 ,328.14 ,335.70 ,18.98 
2024-12-10,13,50,4.77 ,81.85 ,103.06 ,60 ,0.00 ,16.19 ,0.00 ,327.85 ,335.55 ,16.28 
2024-12-10,14,00,4.75 ,82.52 ,103.06 ,58 ,0.00 ,13.57 ,0.00 ,328.01 ,335.39 ,13.64 
2024-12-10,14,10,4.73 ,82.71 ,103.06 ,56 ,0.00 ,10.64 ,0.00 ,328.61 ,335.60 ,10.76 
2024-12-10,14,20,4.72 ,83.06 ,103.06 ,54 ,0.00 ,10.54 ,0.00 ,328.43 ,335.51 ,10.68 
2024-12-10,14,30,4.73 ,82.82 ,103.07 ,49 ,0.00 ,9.16 ,0.00 ,327.87 ,335.30 ,9.21 
2024-12-10,14,40,4.71 ,82.65 ,103.07 ,53 ,0.00 ,6.49 ,0.00 ,327.98 ,335.29 ,6.54 
2024-12-10,14,50,4.72 ,82.83 ,103.07 ,52 ,0.00 ,5.47 ,0.00 ,328.07 ,335.17 ,5.55 
2024-12-10,15,00,4.77 ,82.40 ,103.07 ,50 ,0.00 ,4.60 ,0.00 ,327.86 ,335.22 ,4.68 
2024-12-10,15,10,4.76 ,82.84 ,103.06 ,48 ,0.00 ,3.41 ,0.00 ,327.51 ,335.02 ,3.51 
2024-12-10,15,20,4.80 ,82.54 ,103.06 ,49 ,0.00 ,1.81 ,0.00 ,327.55 ,335.05 ,2.19 
2024-12-10,15,30,4.81 ,82.46 ,103.06 ,50 ,0.00 ,0.64 ,0.00 ,328.11 ,335.30 ,1.07 
2024-12-10,15,40,4.87 ,81.85 ,103.07 ,49 ,0.00 ,0.08 ,0.00 ,328.16 ,335.38 ,0.33 
2024-12-10,15,50,4.90 ,81.66 ,103.07 ,55 ,0.00 ,0.00 ,0.00 ,328.55 ,335.53 ,0.06 
2024-12-10,16,00,4.92 ,81.91 ,103.08 ,52 ,0.00 ,0.00 ,0.00 ,328.55 ,335.07 ,0.00 
2024-12-10,16,10,4.82 ,82.85 ,103.09 ,59 ,0.00 ,0.00 ,0.00 ,328.17 ,335.30 ,0.00 
2024-12-10,16,20,4.87 ,81.75 ,103.09 ,63 ,0.00 ,0.00 ,0.00 ,328.00 ,335.42 ,0.00 
2024-12-10,16,30,4.90 ,81.06 ,103.09 ,60 ,0.00 ,0.00 ,0.00 ,327.88 ,334.98 ,0.00 
2024-12-10,16,40,4.84 ,81.79 ,103.09 ,60 ,0.00 ,0.00 ,0.00 ,327.64 ,335.00 ,0.00 
2024-12-10,16,50,4.84 ,80.91 ,103.10 ,58 ,0.00 ,0.00 ,0.00 ,327.45 ,335.16 ,0.00 
2024-12-10,17,00,4.87 ,80.19 ,103.10 ,62 ,0.00 ,0.00 ,0.00 ,327.83 ,335.50 ,0.00 
2024-12-10,17,10,4.89 ,79.86 ,103.09 ,67 ,0.00 ,0.00 ,0.00 ,327.35 ,335.04 ,0.00 
2024-12-10,17,20,4.84 ,80.38 ,103.10 ,67 ,0.00 ,0.00 ,0.00 ,327.36 ,334.77 ,0.00 
2024-12-10,17,30,4.81 ,80.53 ,103.11 ,66 ,0.00 ,0.00 ,0.00 ,327.28 ,334.53 ,0.00 
2024-12-10,17,40,4.80 ,80.38 ,103.11 ,57 ,0.00 ,0.00 ,0.00 ,327.52 ,334.60 ,0.00 
2024-12-10,17,50,4.78 ,80.81 ,103.11 ,55 ,0.00 ,0.00 ,0.00 ,327.51 ,334.55 ,0.00 
2024-12-10,18,00,4.71 ,81.43 ,103.12 ,58 ,0.00 ,0.00 ,0.00 ,327.47 ,334.59 ,0.00 
2024-12-10,18,10,4.73 ,81.32 ,103.12 ,59 ,0.00 ,0.00 ,0.00 ,327.44 ,334.43 ,0.00 
2024-12-10,18,20,4.70 ,81.68 ,103.12 ,56 ,0.00 ,0.00 ,0.00 ,327.56 ,334.38 ,0.00 
2024-12-10,18,30,4.70 ,82.04 ,103.13 ,63 ,0.00 ,0.00 ,0.00 ,327.63 ,334.51 ,0.00 
2024-12-10,18,40,4.72 ,81.68 ,103.13 ,63 ,0.00 ,0.00 ,0.00 ,327.49 ,334.74 ,0.00 
2024-12-10,18,50,4.69 ,82.43 ,103.12 ,61 ,0.00 ,0.00 ,0.00 ,327.33 ,334.15 ,0.00 
2024-12-10,19,00,4.70 ,82.46 ,103.13 ,54 ,0.00 ,0.00 ,0.00 ,327.79 ,334.62 ,0.00 
2024-12-10,19,10,4.63 ,83.67 ,103.13 ,52 ,0.00 ,0.00 ,0.00 ,327.53 ,334.34 ,0.00 
2024-12-10,19,20,4.70 ,82.19 ,103.14 ,55 ,0.00 ,0.00 ,0.00 ,327.74 ,334.87 ,0.00 
2024-12-10,19,30,4.71 ,82.77 ,103.14 ,53 ,0.00 ,0.00 ,0.00 ,327.67 ,334.28 ,0.00 
2024-12-10,19,40,4.70 ,83.08 ,103.15 ,55 ,0.00 ,0.00 ,0.00 ,327.78 ,334.65 ,0.00 
2024-12-10,19,50,4.71 ,82.72 ,103.15 ,51 ,0.00 ,0.00 ,0.00 ,327.95 ,334.79 ,0.00 
2024-12-10,20,00,4.72 ,82.72 ,103.15 ,54 ,0.00 ,0.00 ,0.00 ,327.63 ,334.69 ,0.00 
2024-12-10,20,10,4.70 ,83.44 ,103.16 ,55 ,0.00 ,0.00 ,0.00 ,328.00 ,334.60 ,0.00 
2024-12-10,20,20,4.71 ,83.11 ,103.16 ,55 ,0.00 ,0.00 ,0.00 ,328.16 ,334.78 ,0.00 
2024-12-10,20,30,4.72 ,83.60 ,103.17 ,55 ,0.00 ,0.00 ,0.00 ,328.73 ,335.10 ,0.00 
2024-12-10,20,40,4.74 ,83.69 ,103.17 ,59 ,0.00 ,0.00 ,0.00 ,328.34 ,334.93 ,0.00 
2024-12-10,20,50,4.71 ,84.04 ,103.16 ,59 ,0.00 ,0.00 ,0.00 ,328.16 ,334.73 ,0.00 
2024-12-10,21,00,4.71 ,84.08 ,103.16 ,56 ,0.00 ,0.00 ,0.00 ,328.57 ,334.74 ,0.00 
2024-12-10,21,10,4.72 ,84.34 ,103.16 ,50 ,0.00 ,0.00 ,0.00 ,328.49 ,334.78 ,0.00 
2024-12-10,21,20,4.71 ,84.11 ,103.15 ,55 ,0.00 ,0.00 ,0.00 ,328.70 ,334.97 ,0.00 
2024-12-10,21,30,4.72 ,84.62 ,103.15 ,52 ,0.00 ,0.00 ,0.00 ,328.87 ,335.10 ,0.00 
2024-12-10,21,40,4.71 ,84.42 ,103.15 ,55 ,0.00 ,0.00 ,0.00 ,328.94 ,335.08 ,0.00 
2024-12-10,21,50,4.72 ,84.48 ,103.15 ,55 ,0.00 ,0.00 ,0.00 ,328.87 ,335.05 ,0.00 
2024-12-10,22,00,4.71 ,84.77 ,103.15 ,52 ,0.00 ,0.00 ,0.00 ,329.28 ,335.53 ,0.00 
2024-12-10,22,10,4.72 ,85.03 ,103.15 ,54 ,0.00 ,0.00 ,0.00 ,328.91 ,335.31 ,0.00 
2024-12-10,22,20,4.70 ,84.79 ,103.15 ,50 ,0.00 ,0.00 ,0.00 ,329.00 ,335.20 ,0.00 
2024-12-10,22,30,4.70 ,85.41 ,103.16 ,55 ,0.00 ,0.00 ,0.00 ,328.95 ,334.91 ,0.00 
2024-12-10,22,40,4.70 ,85.15 ,103.16 ,56 ,0.00 ,0.00 ,0.00 ,328.77 ,334.93 ,0.00 
2024-12-10,22,50,4.68 ,85.62 ,103.15 ,54 ,0.00 ,0.00 ,0.00 ,329.04 ,334.85 ,0.00 
2024-12-10,23,00,4.69 ,84.67 ,103.16 ,57 ,0.00 ,0.00 ,0.00 ,328.77 ,335.02 ,0.00 
2024-12-10,23,10,4.74 ,84.10 ,103.16 ,47 ,0.00 ,0.00 ,0.00 ,328.90 ,335.15 ,0.00 
2024-12-10,23,20,4.73 ,83.93 ,103.16 ,52 ,0.00 ,0.00 ,0.00 ,328.83 ,335.02 ,0.00 
2024-12-10,23,30,4.71 ,84.76 ,103.16 ,45 ,0.00 ,0.00 ,0.00 ,328.66 ,334.77 ,0.00 
2024-12-10,23,40,4.71 ,84.49 ,103.16 ,45 ,0.00 ,0.00 ,0.00 ,328.78 ,334.97 ,0.00 
2024-12-10,23,50,4.66 ,85.07 ,103.16 ,41 ,0.00 ,0.00 ,0.00 ,328.67 ,335.12 ,0.00 
2024-12-11,00,00,4.66 ,84.84 ,103.16 ,42 ,0.00 ,0.00 ,0.00 ,328.78 ,334.77 ,0.00 
2024-12-11,00,10,4.68 ,84.61 ,103.15 ,39 ,0.00 ,0.00 ,0.00 ,328.53 ,334.82 ,0.00 
2024-12-11,00,20,4.64 ,85.28 ,103.14 ,36 ,0.00 ,0.00 ,0.00 ,328.32 ,334.57 ,0.00 
2024-12-11,00,30,4.59 ,84.94 ,103.13 ,43 ,0.00 ,0.00 ,0.00 ,328.40 ,334.72 ,0.00 
2024-12-11,00,40,4.60 ,84.80 ,103.13 ,48 ,0.00 ,0.00 ,0.00 ,328.50 ,334.82 ,0.00 
2024-12-11,00,50,4.58 ,85.13 ,103.12 ,51 ,0.00 ,0.00 ,0.00 ,328.19 ,334.29 ,0.00 
2024-12-11,01,00,4.60 ,84.80 ,103.12 ,53 ,0.00 ,0.00 ,0.00 ,328.27 ,334.65 ,0.00 
2024-12-11,01,10,4.57 ,84.99 ,103.12 ,51 ,0.00 ,0.00 ,0.00 ,328.34 ,334.65 ,0.00 
2024-12-11,01,20,4.60 ,85.00 ,103.11 ,60 ,0.00 ,0.00 ,0.00 ,328.02 ,334.40 ,0.00 
2024-12-11,01,30,4.57 ,85.07 ,103.13 ,61 ,0.00 ,0.00 ,0.00 ,328.44 ,334.76 ,0.00 
2024-12-11,01,40,4.59 ,85.38 ,103.13 ,57 ,0.00 ,0.00 ,0.00 ,328.51 ,334.39 ,0.00 
2024-12-11,01,50,4.59 ,84.61 ,103.13 ,59 ,0.00 ,0.00 ,0.00 ,328.69 ,334.62 ,0.00 
2024-12-11,02,00,4.60 ,85.12 ,103.13 ,64 ,0.00 ,0.00 ,0.00 ,328.44 ,334.51 ,0.00 
2024-12-11,02,10,4.58 ,84.40 ,103.13 ,61 ,0.00 ,0.00 ,0.00 ,328.29 ,334.49 ,0.00 
2024-12-11,02,20,4.60 ,85.28 ,103.14 ,62 ,0.00 ,0.00 ,0.00 ,328.38 ,334.30 ,0.00 
2024-12-11,02,30,4.55 ,85.04 ,103.13 ,64 ,0.00 ,0.00 ,0.00 ,328.26 ,334.46 ,0.00 
2024-12-11,02,40,4.57 ,84.87 ,103.13 ,50 ,0.00 ,0.00 ,0.00 ,328.28 ,334.33 ,0.00 
2024-12-11,02,50,4.53 ,85.10 ,103.12 ,53 ,0.00 ,0.00 ,0.00 ,327.67 ,334.28 ,0.00 
2024-12-11,03,00,4.51 ,85.32 ,103.13 ,53 ,0.00 ,0.00 ,0.00 ,328.24 ,334.41 ,0.00 
2024-12-11,03,10,4.51 ,85.10 ,103.13 ,50 ,0.00 ,0.00 ,0.00 ,327.92 ,334.29 ,0.00 
2024-12-11,03,20,4.49 ,85.28 ,103.13 ,41 ,0.00 ,0.00 ,0.00 ,327.87 ,334.22 ,0.00 
2024-12-11,03,30,4.48 ,85.39 ,103.13 ,44 ,0.00 ,0.00 ,0.00 ,328.38 ,334.42 ,0.00 
2024-12-11,03,40,4.43 ,85.70 ,103.12 ,47 ,0.00 ,0.00 ,0.00 ,328.31 ,334.40 ,0.00 
2024-12-11,03,50,4.46 ,85.30 ,103.12 ,48 ,0.00 ,0.00 ,0.00 ,328.38 ,334.25 ,0.00 
2024-12-11,04,00,4.45 ,85.59 ,103.11 ,57 ,0.00 ,0.00 ,0.00 ,328.08 ,333.97 ,0.00 
2024-12-11,04,10,4.43 ,85.68 ,103.11 ,53 ,0.00 ,0.00 ,0.00 ,328.17 ,333.85 ,0.00 
2024-12-11,04,20,4.41 ,86.36 ,103.11 ,49 ,0.00 ,0.00 ,0.00 ,328.04 ,333.86 ,0.00 
2024-12-11,04,30,4.37 ,86.38 ,103.11 ,48 ,0.00 ,0.00 ,0.00 ,328.15 ,333.79 ,0.00 
2024-12-11,04,40,4.36 ,86.64 ,103.11 ,48 ,0.00 ,0.00 ,0.00 ,328.27 ,333.96 ,0.00 
2024-12-11,04,50,4.35 ,86.37 ,103.11 ,58 ,0.00 ,0.00 ,0.00 ,328.33 ,333.94 ,0.00 
2024-12-11,05,00,4.34 ,86.82 ,103.12 ,51 ,0.00 ,0.00 ,0.00 ,328.21 ,333.81 ,0.00 
2024-12-11,05,10,4.29 ,87.63 ,103.11 ,43 ,0.00 ,0.00 ,0.00 ,328.35 ,333.87 ,0.00 
2024-12-11,05,20,4.24 ,87.60 ,103.12 ,42 ,0.00 ,0.00 ,0.00 ,328.33 ,333.88 ,0.00 
2024-12-11,05,30,4.20 ,87.71 ,103.11 ,57 ,0.00 ,0.00 ,0.00 ,328.30 ,333.64 ,0.00 
2024-12-11,05,40,4.22 ,88.24 ,103.13 ,47 ,0.00 ,0.00 ,0.00 ,328.17 ,333.70 ,0.00 
2024-12-11,05,50,4.19 ,88.12 ,103.14 ,46 ,0.00 ,0.00 ,0.00 ,328.15 ,333.54 ,0.00 
2024-12-11,06,00,4.17 ,88.26 ,103.14 ,41 ,0.00 ,0.00 ,0.00 ,328.50 ,333.59 ,0.00 
2024-12-11,06,10,4.13 ,88.36 ,103.14 ,43 ,0.00 ,0.00 ,0.00 ,327.79 ,333.32 ,0.00 
2024-12-11,06,20,4.11 ,88.40 ,103.14 ,44 ,0.00 ,0.00 ,0.00 ,327.75 ,333.20 ,0.00 
2024-12-11,06,30,4.06 ,88.60 ,103.14 ,34 ,0.00 ,0.00 ,0.00 ,327.84 ,333.04 ,0.00 
2024-12-11,06,40,3.97 ,88.49 ,103.14 ,33 ,0.00 ,0.00 ,0.00 ,327.53 ,332.70 ,0.00 
2024-12-11,06,50,3.91 ,88.89 ,103.13 ,32 ,0.00 ,0.00 ,0.00 ,327.22 ,332.45 ,0.00 
2024-12-11,07,00,3.86 ,89.47 ,103.13 ,41 ,0.00 ,0.00 ,0.00 ,326.86 ,332.31 ,0.00 
2024-12-11,07,10,3.81 ,89.26 ,103.12 ,65 ,0.00 ,0.00 ,0.00 ,326.64 ,332.23 ,0.00 
2024-12-11,07,20,3.78 ,89.24 ,103.14 ,50 ,0.00 ,0.00 ,0.00 ,326.66 ,331.96 ,0.09 
2024-12-11,07,30,3.74 ,89.19 ,103.15 ,43 ,0.00 ,0.00 ,0.00 ,326.76 ,331.71 ,0.29 
2024-12-11,07,40,3.66 ,89.35 ,103.17 ,39 ,0.00 ,0.41 ,0.00 ,326.15 ,331.58 ,0.84 
2024-12-11,07,50,3.63 ,89.30 ,103.18 ,53 ,0.00 ,1.28 ,0.00 ,325.96 ,331.48 ,1.76 
2024-12-11,08,00,3.62 ,89.50 ,103.17 ,62 ,0.00 ,2.77 ,0.00 ,326.04 ,331.19 ,2.99 
2024-12-11,08,10,3.63 ,89.88 ,103.18 ,57 ,0.00 ,4.28 ,0.00 ,326.12 ,331.42 ,4.39 
2024-12-11,08,20,3.62 ,89.83 ,103.19 ,31 ,0.00 ,4.13 ,0.00 ,326.33 ,331.72 ,4.40 
2024-12-11,08,30,3.50 ,89.84 ,103.22 ,34 ,0.00 ,6.64 ,0.00 ,325.68 ,331.42 ,6.94 
2024-12-11,08,40,3.40 ,89.80 ,103.23 ,45 ,0.00 ,9.24 ,0.00 ,325.07 ,330.93 ,9.49 
2024-12-11,08,50,3.39 ,90.08 ,103.23 ,52 ,0.00 ,13.86 ,0.00 ,325.27 ,331.26 ,14.09 
2024-12-11,09,00,3.39 ,89.83 ,103.23 ,61 ,0.00 ,17.63 ,0.02 ,325.42 ,331.22 ,17.85 
